
N,SM,AAKAAR,AAKAAR MEDICAL TECHNO LTD,84.3,90.0,90.0,85.05,87.5,3071040.0,35200, ,105.0,62.0
N,ST,AARADHYA,AARADHYA DISPOSAL INDUS L,161.4,162.0,162.0,162.0,162.0,194400.0,1200, ,182.0,97.5
N,SM,AATMAJ,AATMAJ HEALTHCARE LIMITED,22.1,21.0,21.0,21.0,21.0,42000.0,2000, ,33.5,14.5

--- NEW SCHEMA DETECTED ---
Source: NSE Derivatives (20200110_NSE_Derivatives_FO_Bhavcopy.csv)
INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,30-Jan-2020,0,XX,32263.95,32384.95,31980,32122.75,32122.75,178544,1149906.41,1401280,-160880,10-JAN-2020,
FUTIDX,BANKNIFTY,27-Feb-2020,0,XX,32313.3,32489.55,32100,32231.9,32231.9,2442,15781.34,58540,4020,10-JAN-2020,
FUTIDX,BANKNIFTY,26-Mar-2020,0,XX,32450.55,32590.0,32200,32334.7,32334.7,301,1951.32,9820,560,10-JAN-2020,

--- NEW SCHEMA DETECTED ---
Source: NSE Capital_Market (20200103_NSE_Capital_Market_CM_Bhavcopy.csv)
SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Unnamed: 13
20MICRONS,EQ,35.85,35.85,34.95,35.05,35.2,35.55,12358,436541.5,03-JAN-2020,241,INE144J01027,
21STCENMGM,EQ,15.9,15.9,15.9,15.9,15.9,15.6,352,5596.8,03-JAN-2020,3,INE253B01015,
3IINFOTECH,EQ,2.1,2.45,2.05,2.3,2.3,2.1,10553064,23811564.95,03-JAN-2020,1893,INE748C01020,

--- NEW SCHEMA DETECTED ---
Source: NSE Derivatives (20200110_NSE_Derivatives_FO_Bhavcopy.csv)
INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,30-Jan-2020,0,XX,32263.95,32384.95,31980,32122.75,32122.75,178544,1149906.41,1401280,-160880,10-JAN-2020,
FUTIDX,BANKNIFTY,27-Feb-2020,0,XX,32313.3,32489.55,32100,32231.9,32231.9,2442,15781.34,58540,4020,10-JAN-2020,
FUTIDX,BANKNIFTY,26-Mar-2020,0,XX,32450.55,32590.0,32200,32334.7,32334.7,301,1951.32,9820,560,10-JAN-2020,
